review_date,reviewer,star,helpful,text,course_name
2021-04-19,Daniel B,5,0,Excellent Introduction to Data analysis!,foundations-data
2021-04-13,Tharanga D,5,0,Superb Fundamental Data Analytics Course  ,foundations-data
2021-04-08,SANDEEP B,5,0,Its very intresting to learn this course,foundations-data
2022-09-30,Francesco T,5,0,A​ good introduction to the Scholarship,foundations-data
2022-09-27,AbdulRahim A,5,0,"g​ood introduction to the Data Analysis
",foundations-data
2022-09-26,ahmad m,5,0,its actually educative and mind changer ,foundations-data
2022-09-20,Muhammad W M,5,0,"V​ery good course, very well organized.  ",foundations-data
2022-09-12,Akhin K R,5,0,T​hanks Google for the wonderful course,foundations-data
2022-09-03,Yaa A M,5,0,Good start to my data analytics journey,foundations-data
2022-08-28,Robbie M,5,0,Great insight on this learning journey!,foundations-data
2022-08-28,AJAY U,5,0,GOOD QUALITY OF STUDY MATERIAL PROVIDED ,foundations-data
2022-08-25,MOSES P,5,0,It was a great and fantastic experience,foundations-data
2022-08-18,John Z,5,0,Very nice course I really learned a lot,foundations-data
2022-08-18,NURUL A S B A N,5,0,Easy to learn for a new beginner for me,foundations-data
2022-07-31,Mariam T G,5,0,Amazing to start at Data Analasis Field,foundations-data
2022-07-26,Laura G,5,0,Great firts approach to Data analytics! ,foundations-data
2022-07-26,Fredrick M D,5,0,"Very good , got to learn lot of things.",foundations-data
2022-07-15,Md. A K C,5,0,Thanks for giving such valuable course.,foundations-data
2022-07-14,Luis Q,5,0,Course a good introduction to analytics,foundations-data
2022-07-10,collins K l,5,0,"T​he course has been good and contented
",foundations-data
2022-07-10,Babawale B F,5,0,The course is so perfect and simplified,foundations-data
2022-07-04,Oladimeji O,5,0,​Its been a great experience all round.,foundations-data
2022-06-25,Foziljon T,5,0,"wonderful, and still many more to learn
",foundations-data
2022-06-19,Marcia H,5,0,I​t is an interesting overview of data. ,foundations-data
2022-06-18,Rami D,5,0,What a course! i​nspiring and Engaging. ,foundations-data
2022-06-15,Shreyas a,5,0,Amazing introductory course. Loved it!!,foundations-data
2022-05-24,Ayodele t ,5,0,i loved every section thank you so much,foundations-data
2022-05-23,Hydie L,5,0,Great introduction to Google Analytics!,foundations-data
2022-05-18,MARIA F B,5,0,It s perfect as an introductory course.,foundations-data
2022-05-10,Margaret H,5,0,"Thus far, I have not been disappointed.",foundations-data
2022-05-09,Wilking C A,5,0,Definitely a course i would recommend!!,foundations-data
2022-05-08,Swarup G,5,0,Great all round knowledge for beginners,foundations-data
2022-05-05,fermin e f r,5,0,Excellent introduction to Data Analisys,foundations-data
2022-04-22,José A C,5,0,very informative and easy to take notes,foundations-data
2022-04-04,Zahra S,5,0,A wonderful introduction to the course.,foundations-data
2022-03-25,Muhammad U,5,0,Very good start to a new skill learning ,foundations-data
2022-02-01,Haresh P,5,0,one of the best course i have ever seen,foundations-data
2022-01-27,Emina S,5,0,I​nstructor is great & I learned a lot.,foundations-data
2022-01-27,Debojyoti K,5,0,It was a very good introductory course.,foundations-data
2022-01-27,Akshay G,5,0,Very descriptive and knowlegable course,foundations-data
2022-01-25,pratik o,5,0,"Very good course, very much insightful.",foundations-data
2022-01-19,B D,5,0,"super insightful, encouraging  and fun! ",foundations-data
2022-01-12,HS,5,0,Excellent introduction to Data Analysis ,foundations-data
2022-01-10,Nee-Okpey,5,0,Very informative and easy to comprehend,foundations-data
2022-01-09,Sumit C,5,0,The best course for data analytics.....,foundations-data
2022-01-08,Antonio M,5,0,Fantastic course and highly recommended,foundations-data
2022-01-07,DITA N,5,0,"really good course online, thank google",foundations-data
2022-01-01,Nitesh J,5,0,Good specific knowledge in data analyst,foundations-data
2022-01-01,3446 _,5,0,They are amazing wonderful  experience!,foundations-data
2021-12-06,Melany S,5,0,I think that this certificate is great. ,foundations-data
2021-11-26,Md.Rashel H,5,0,this course help me to improve my skill,foundations-data
2021-11-26,Skylar L,5,0,The contents are very clear and helpful,foundations-data
2021-11-23,Gabriel d S,5,0,Awesome introduction to data analytics!,foundations-data
2021-10-27,Chauhan S,5,0,it was very informative course till now,foundations-data
2021-10-25,Lokesh D,5,0,one of best teachers and amazing course ,foundations-data
2021-10-20,Phạm H,5,0,N​ice course with very clearly overview,foundations-data
2021-10-18,Mohammad A,5,0,Thank you very much Coursera and Google,foundations-data
2021-10-18,adarsh t,5,0,Awesome course with the best instructor ,foundations-data
2021-10-16,Kama N,5,0,Very Interesting. Enjoyed this journey.,foundations-data
2021-10-12,Nehal A ,5,0,it was fun i learned a lot of new stuff,foundations-data
2021-10-05,Fabb36,5,0,V​ery nice data analytics introduction.,foundations-data
2021-09-26,Dimas G G,5,0,"Perfect, Otimo, Muy Bueno... Excelent!!",foundations-data
2021-09-14,Aliu R,5,0,Perfection. Robust learning experience.,foundations-data
2021-09-06,Yang H,5,0,An excellent programme for foundations. ,foundations-data
2021-08-30,Shakawat H,5,0,Amazing Start to Explore In Data World.,foundations-data
2021-08-30,Anny,5,0,Excellent teaching! Easy to understand.,foundations-data
2021-08-20,Anass B,5,0,Great introduction to the world of data,foundations-data
2021-08-15,Evans A,5,0,Very good introduction to Data Analysis,foundations-data
2021-08-15,Yassine h,5,0,Thank you for giving such opportunity!!,foundations-data
2021-08-13,Diana L,5,0,Terrific instructors and easy to learn!,foundations-data
2021-08-10,Jelena B,5,0,The best online course ever. Thank you.,foundations-data
2021-08-06,MAUNG A S,5,0,Strong and structured foundation indeed,foundations-data
2021-07-21,Kerry D,5,0,Very well organized and easy to follow!,foundations-data
2021-07-13,JM T N,5,0,Good for starting data analysis career!,foundations-data
2021-07-01,Federico M A,5,0,​very complete and comprehensive course,foundations-data
2021-06-22,kolawole s,5,0,interesting approach. spot on insights.,foundations-data
2021-06-14,1TT-16 V P T,5,0,"Very helpful, insightful and inspiring!",foundations-data
2021-06-03,Khoo w j,5,0,Informative starter into Data Analytics,foundations-data
2021-05-10,Simeon I,5,0,This course is mind blowing. I love it.,foundations-data
2021-05-01,Yonis S,5,0,great course thanks google and coursera,foundations-data
2021-04-30,Dinesh K,5,0,Excellent course for beginners like me. ,foundations-data
2021-04-23,Hend A,5,0,"it is a very helpful course, thank you.",foundations-data
2021-04-22,MICHELLE C,5,0,Tony was great! Very clear and precise.,foundations-data
2021-04-17,Nalin M,5,0,This is a fantastic program for bigness ,foundations-data
2021-04-16,Athina C,5,0,great intro! great format of the course,foundations-data
2021-04-07,Stephen H D P,5,0,A great introduction to Data Analytics! ,foundations-data
2021-04-04,Yolanda H,5,0,Very well designed basic course for DA!,foundations-data
2021-04-03,M. A A,5,0,Very good knowledge for data foundation,foundations-data
2021-03-31,Roopesh A,5,0,One of the Best course for Data Analyst,foundations-data
2021-03-26,Thejas N,5,0,Thank you for the most valuable course.,foundations-data
2021-03-19,Agata,5,0,"very good experience, thank you Google!",foundations-data
2022-09-27,Fernando R,5,0,V​ery good course - Great explanations,foundations-data
2022-09-22,reem k,5,0,very well organized and smooth process,foundations-data
2022-09-21,Rashmi,5,0,​It gives a good introduction to data.,foundations-data
2022-09-16,Fendcom E,5,0,G​reat start in Data Analysis journey.,foundations-data
2022-09-13,ZALIM U A,5,0,A​WESOME COURSE BY GOOGLE AND COURSERA,foundations-data
2022-09-05,Amk A,5,0,t​the course gives the best foundation ,foundations-data
2022-08-31,taha g,5,0,"Amazing course, learnd so much from it",foundations-data
2022-08-25,Sachin A,5,0,BEST COURSE IN ALL THAT I PRE LEARNED.,foundations-data
2022-08-21,Farhad N,5,0,Basic but still I found it very useful ,foundations-data
2022-08-17,Deborah,5,0,"Great classes, he spoke very clearly .",foundations-data
2022-08-14,Adamu M J,5,0,Very well taught course for everybody.,foundations-data
2022-08-13,Mahmoud H,5,0,great introduction about data analysis,foundations-data
2022-08-12,Charles J D,5,0,Pretty informative and easy to follow!,foundations-data
2022-08-11,Audrey T Y,5,0,I fell in love to learning once again!,foundations-data
2022-08-04,Charles B,5,0,Very enjoyable & excellent instructor!,foundations-data
2022-07-30,Rahmah M M ,5,0,"actually ,I've learned a lot 
thank you",foundations-data
2022-07-27,Shunny S,5,0,p​erfect pakage for industry readiness ,foundations-data
2022-07-25,Ismail A S,5,0,Very Insightful and refreshing for me.,foundations-data
2022-07-16,Rahul b,5,0,very useful for the begining learners.,foundations-data
2022-07-15,Jideka C,5,0,i had a great time learning about data,foundations-data
2022-07-15,Aditya A,5,0,i am very lucky to learn  with google. ,foundations-data
2022-07-12,Samreen S ,5,0,"Excellent Material, 
Excellent Teaching",foundations-data
2022-07-10,Kalindu R,5,0,Good course for data analysis founders,foundations-data
2022-06-12,Javier A C M,5,0,Spechless. Awesome resources and data.,foundations-data
2022-06-04,Dixia O,5,0,Excellent to undertand all the conceps ,foundations-data
2022-05-31,Abdullahi O d,5,0,i enjoy during learning of this course,foundations-data
2022-05-30,Jorge I M R,5,0,"Very helpfull course, i learned a lot.",foundations-data
2022-05-23,Prakhar V,5,0,Amazing course helps understand a lot.,foundations-data
2022-05-19,Hamza a,5,0,It's very informative and well taught.,foundations-data
2022-05-07,Marc T,5,0,An excellent and engaging introduction,foundations-data
2022-04-21,Md M M,5,0,Achived great fundamental and enjoy it ,foundations-data
2022-04-21,Abenezer E B,5,0,so interesting curriculem and approch. ,foundations-data
2022-04-07,TAMEKA W R,5,0,Awesome review material and refresher!,foundations-data
2022-03-11,PAKSHAL J,5,0,GREAT COURSE FOR BASICSA AND BEGGINERS,foundations-data
2022-03-04,Sandra C,5,0,G​reat introduction to data analytics!,foundations-data
2022-02-25,joy B,5,0,I was able to learn alot as a beginner ,foundations-data
2022-02-20,Rohan P ,5,0,Good videos with interesting readings.,foundations-data
2022-02-17,Evelyn R,5,0,Awesome information and well explained,foundations-data
2022-02-08,JuHyeong H,5,0,I can build my career for data analyst,foundations-data
2022-01-30,Rushikesh K,5,0, I think this course help me to get job,foundations-data
2022-01-25,Prathik M,5,0,Enjoyed it and learned a lot of things,foundations-data
2022-01-03,jelil o,5,0,W​ell articulated to aid easy learning,foundations-data
2021-12-22,Rajnish K J,5,0,Fantastic experience from this course. ,foundations-data
2021-12-21,john s,5,0,Great introduction  to Data analytics!,foundations-data
2021-12-20,okechukwu o,5,0,Great Start for me to become a Googler,foundations-data
2021-12-02,Yash S,5,0,It was super fun to learn with google.,foundations-data
2021-11-29,MOHAMED K E,5,0,excellent course and excellent teacher,foundations-data
2021-11-20,S M,5,0,Its very informative. Thank you google,foundations-data
2021-10-19,Alireza M,5,0,It was a great start point. I love it.,foundations-data
2021-10-18,Montre !,5,0,That's exactly what one needs to start,foundations-data
2021-10-17,Damilola A,5,0,Well explained and a sound foundation.,foundations-data
2021-10-15,wanjivwa k,5,0,Opens your mind to the analytics world,foundations-data
2021-10-06,CHARLES D,5,0,v​erry great course and more enlighten,foundations-data
2021-09-14,Priyen P,5,0,Pretty intuitive and easy to complete.,foundations-data
2021-09-06,Gowtham S,5,0,interesting course... i like very much ,foundations-data
2021-09-04,chris r,5,0,b​est course you can take from google.,foundations-data
2021-08-06,tosin a,5,0,A solid introduction to Data Analysis.,foundations-data
2021-08-03,BLESSING A,5,0,itsit's awesome learning from the best,foundations-data
2021-08-02,Adebayo E,5,0,Great Insight and real life scenarios!,foundations-data
2021-07-14,Jo A M,5,0,It was an awesome learning experience!,foundations-data
2021-06-28,Robin S W,5,0,very useful and friendly to new player,foundations-data
2021-06-22,nikhil r,5,0,well structured and excellent delivery,foundations-data
2021-06-19,Kenneth T,5,0,"Great for beginners, well done Google!",foundations-data
2021-06-19,Nadeem A,5,0,Very Helpful to understand the concept,foundations-data
2021-05-23,Shakil I,5,0,Amazing Course !! enjoying the journey,foundations-data
2021-05-18,Elizabeth M,5,0,Muy completo y muy claro el material!!,foundations-data
2021-05-10,Mohan C,5,0,it has got everything you need to know,foundations-data
2021-05-10,Aloízio B,5,0,Boa introdução e metodologia bem clara,foundations-data
2021-05-08,eslam r,5,0,"fun and easy , nut need more practical",foundations-data
2021-05-01,Ishaan W,5,0,great course and really well taught :),foundations-data
2021-04-22,Deleted A,5,0,Excellent speaker.  Clear and concise.,foundations-data
2021-04-10,Prashant  K U,5,0,It was an amazing learning experience.,foundations-data
2021-03-27,Kweku A O,5,0,Excellent Quality from start to finish,foundations-data
